title|url|rss|issn|publisher|subjects
Journal of Sustainable Development of Transport and Logistics|http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.baztech-0ab9d7d2-3068-4cfa-adaf-479eb56818bd|https://paperity.org/rss/?q=journal_pid:111062|-|-|sustainability;management;transport;development;logistics;transportation
Journal of Sustainable Energy|http://www.energy-cie.ro|https://paperity.org/rss/?q=journal_pid:191329|2067-5534|University of Oradea|renewable energy;energy production;energy policy;energy systems
Journal of Sustainable Metallurgy|https://link.springer.com/journal/40831|https://paperity.org/rss/?q=journal_pid:252601|2199-3831|Springer International Publishing|Journal of Sustainable Metallurgy, Sustainable Development, Metallic Materials
Journal of Sustainable Mining|http://www.journals.elsevier.com/journal-of-sustainable-mining/|https://paperity.org/rss/?q=journal_pid:139815|2300-3960|-|sustainable mining
Journal of Systemics, Cybernetics and Informatics|http://www.iiisci.org/journal/sci/Home.asp|https://paperity.org/rss/?q=journal_pid:147291|1690-4524, 1690-4532|International Institute of Informatics and Cybernetics|systems philosophy;communication and control;interdisciplinary communication
Journal of Systems Chemistry|https://link.springer.com/journal/13322|https://paperity.org/rss/?q=journal_pid:222839|-|Springer International Publishing|Journal of Systems Chemistry, Bioorganic Chemistry, Biotechnology, Organic Chemistry, Biochemistry, general
Journal of Systems Science and Complexity|https://link.springer.com/journal/11424|https://paperity.org/rss/?q=journal_pid:110126|-|Academy of Mathematics and Systems Science, Chinese Academy of Sciences|Journal of Systems Science and Complexity, Systems Theory, Control, Operations Research/Decision Theory, Mathematics of Computing, Complex Systems, Statistics, general
Journal of Systems Science and Systems Engineering|https://link.springer.com/journal/11518|https://paperity.org/rss/?q=journal_pid:167632|1861-9576|Springer Berlin Heidelberg|Journal of Systems Science and Systems Engineering, Complexity, Economic Theory/Quantitative Economics/Mathematical Methods, Operations Research/Decision Theory
Journal of Targeting, Measurement and Analysis for Marketing|https://link.springer.com/journal/41495|https://paperity.org/rss/?q=journal_pid:209631|-|Palgrave Macmillan UK|Journal of Targeting, Measurement and Analysis for Marketing, Business and Management, general
Journal of Teacher Education and Educators|http://www.jtee.org|https://paperity.org/rss/?q=journal_pid:198285|2147-5407, 2147-0456|Uludag University|teacher;teacher education;teacher training;educational sciences
Journal of Teacher Education and Lifelong Learning|https://dergipark.org.tr/en/pub/tell|https://paperity.org/rss/?q=journal_pid:12566|-|-|-
Journal of Teaching and Learning|https://uwindsor.ca/JTL|https://paperity.org/rss/?q=journal_pid:382215|1911-8279|University of Windsor|teaching;learning;language education;educational leadership;education
Journal of Teaching and Learning with Technology|https://scholarworks.iu.edu/journals/index.php/jotlt|https://paperity.org/rss/?q=journal_pid:299916|2165-2554|Indiana University Office of Scholarly Publishing|praxis;learning;instruction;higher education;teaching
Journal of Technology and Exploitation in Mechanical Engineering|http://www.jteme.pl/|https://paperity.org/rss/?q=journal_pid:226074|2451-148X|-|Exploitation;Mechanical Engineering;Engineering Materials;Informatics;Production Engineering;Manufacturing Technology
Journal of Technology and Science Education|http://www.jotse.org|https://paperity.org/rss/?q=journal_pid:186062|2013-6374|OmniaScience|higher education;technology education;science education;engineering education
Journal of Technology in Behavioral Science|https://link.springer.com/journal/41347|https://paperity.org/rss/?q=journal_pid:119991|2366-5963|Springer International Publishing|Journal of Technology in Behavioral Science, Clinical Psychology, Psychiatry, Social Work and Community Development
Journal of Technology Law & Policy|http://scholarship.law.ufl.edu/jtlp/|https://paperity.org/rss/?q=journal_pid:205782|1087-6995|University of Florida Levin College of Law|-
Journal of technology management & innovation|http://www.jotmi.org/index.php/GT|https://paperity.org/rss/?q=journal_pid:114228|0718-2724|Universidad Alberto Hurtado|technology management;innovation;management
The Journal of Technology Transfer|https://link.springer.com/journal/10961|https://paperity.org/rss/?q=journal_pid:5912|1573-7047|Springer US|The Journal of Technology Transfer, Business and Management, general, Innovation/Technology Management, Industrial Organization, Management, Commercial Law, Economic Growth
Journal of Telecommunications and Information Technology|http://www.itl.waw.pl/pl/publikacje/jtit|https://paperity.org/rss/?q=journal_pid:254827|1509-4553|-|-
The Journal of Tennessee State University|http://digitalscholarship.tnstate.edu/ejtsu|https://paperity.org/rss/?q=journal_pid:159178|-|Tennessee State University|-
Journal of Terrestrial Observation|http://docs.lib.purdue.edu/jto/|https://paperity.org/rss/?q=journal_pid:234535|-|Purdue University|-
Journal of Terrorism Research|https://cvir.st-andrews.ac.uk|https://paperity.org/rss/?q=journal_pid:506638|2049-7040|University of St Andrews|political violence;political science;counter-terrorism
Journal of theoretical and applied electronic commerce research|http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-1876&lng=en|https://paperity.org/rss/?q=journal_pid:171734|0718-1876|-|-
Journal of Theoretical and Applied Mechanics|http://www.ptmts.org.pl/jtam/index.php/jtam|https://paperity.org/rss/?q=journal_pid:50189|1429-2955|-|Engineering;Mechanics;Machinery;Robotics;Systems
Journal of Theoretical and Applied Physics|http://www.jtaphys.com/|https://paperity.org/rss/?q=journal_pid:28517|-|Springer Berlin Heidelberg|Journal of Theoretical and Applied Physics, Applied and Technical Physics, Atomic, Molecular, Optical and Plasma Physics, Condensed Matter Physics, Nanoscale Science and Technology, Medical and Radiation Physics
Journal of Theoretical and Applied Vibration and Acoustics|http://tava.isav.ir/|https://paperity.org/rss/?q=journal_pid:336145|2423-4761|Iranian Society of Vibration and Acoustics|vibration;acoustics;sound;engineering
Journal of Theoretical Probability|https://link.springer.com/journal/10959|https://paperity.org/rss/?q=journal_pid:175115|1572-9230|Springer US|Journal of Theoretical Probability, Probability Theory and Stochastic Processes, Statistics, general
Journal of Therapeutic Ultrasound|http://www.jtultrasound.com/|https://paperity.org/rss/?q=journal_pid:108569|2050-5736|-|-
Journal of Thermal Analysis and Calorimetry|https://link.springer.com/journal/10973|https://paperity.org/rss/?q=journal_pid:93135|1588-2926|Springer International Publishing|Journal of Thermal Analysis and Calorimetry, Physical Chemistry, Analytical Chemistry, Polymer Sciences, Inorganic Chemistry, Measurement Science and Instrumentation
Journal of Thermal Engineering|http://eds.yildiz.edu.tr/journal-of-thermal-engineering|https://paperity.org/rss/?q=journal_pid:211226|2148-7847|Yildiz Technical University|heat transfer;thermodynamics;refrigeration;air conditioning;renewable energy;nano technology
Journal of Thermal Science|https://link.springer.com/journal/11630|https://paperity.org/rss/?q=journal_pid:261322|1993-033X|Science Press|Journal of Thermal Science, Classical and Continuum Physics, Engineering Fluid Dynamics, Engineering Thermodynamics, Heat and Mass Transfer
Journal of Thermal Spray Technology|https://link.springer.com/journal/11666|https://paperity.org/rss/?q=journal_pid:40917|1059-9630|Springer US|Journal of Thermal Spray Technology, Surfaces and Interfaces, Thin Films, Tribology, Corrosion and Coatings, Characterization and Evaluation of Materials, Manufacturing, Machines, Tools, Processes, Analytical Chemistry
Journal of Threatened Taxa|http://threatenedtaxa.org/|https://paperity.org/rss/?q=journal_pid:71296|0974-7907, 0974-7893|Wildlife Information Liaison Development Society|taxonomy;conservation;wildlife;fauna;flora;fungi
Journal of Thrombosis and Thrombolysis|https://link.springer.com/journal/11239|https://paperity.org/rss/?q=journal_pid:207235|1573-742X|Springer US|Journal of Thrombosis and Thrombolysis, Cardiology, Hematology
Journal of Thyroid Research|https://www.hindawi.com/journals/jtr/|https://paperity.org/rss/?q=journal_pid:241210|2042-0072, 2090-8067|Hindawi Limited|thyroid;goitre
Journal of Tolkien Research|http://scholar.valpo.edu/journaloftolkienresearch/|https://paperity.org/rss/?q=journal_pid:259921|2471-934X|Valparaiso University|Tolkien studies;Tolkien research;J.R.R. Tolkien
Journal of Tourism Insights|http://scholarworks.gvsu.edu/jti/|https://paperity.org/rss/?q=journal_pid:26530|-|Grand Valley State University|-
Journal of Tourism Intelligence and Smartness|https://dergipark.org.tr/en/pub/jtis|https://paperity.org/rss/?q=journal_pid:6588|2651-3420|-|-
Journal of Tourism Leisure and Hospitality|https://dergipark.org.tr/en/pub/toleho|https://paperity.org/rss/?q=journal_pid:166432|2687-3737|-|-
Journal of Tourism Research Institute|https://dergipark.org.tr/en/pub/jtri|https://paperity.org/rss/?q=journal_pid:54520|-|-|-
Journal of Tourism Theory and Research|https://dergipark.org.tr/en/pub/jttr|https://paperity.org/rss/?q=journal_pid:35341|2458-7583|-|-
Journal of Tourism, Heritage & Services Marketing|http://www.jthsm.gr|https://paperity.org/rss/?q=journal_pid:237555|2529-1947|Alexander Technological Institute of Thessaloniki|Heritage;Services;Marketing;Management;Hospitality;Tourism
Journal of Tourismology|http://jt.istanbul.edu.tr/en/content/about/aim-and-scope|https://paperity.org/rss/?q=journal_pid:64094|2459-1939|Istanbul University|tourism;travel;destination;hospitality
Journal of Toxicology|https://www.hindawi.com/journals/jt/|https://paperity.org/rss/?q=journal_pid:7819|1687-8205, 1687-8191|Hindawi Limited|toxicology
The Journal of Traditions & Beliefs|http://engagedscholarship.csuohio.edu/jtb|https://paperity.org/rss/?q=journal_pid:187931|1947-2390|Cleveland State University|-
Journal of Transatlantic Studies|https://link.springer.com/journal/42738|https://paperity.org/rss/?q=journal_pid:116624|-|Springer International Publishing|-
Journal of Translational Medicine|http://www.translational-medicine.com/|https://paperity.org/rss/?q=journal_pid:137322|1479-5876|BMC|Journal of Translational Medicine, Biomedicine, general, Medicine/Public Health, general
Journal of Transnational American Studies|http://escholarship.org/uc/acgcc_jtas|https://paperity.org/rss/?q=journal_pid:487126|1940-0764|eScholarship Publishing, University of California|cultural studies;literature;ethnicity;gender
Journal of Transplantation|https://www.hindawi.com/journals/jtrans/|https://paperity.org/rss/?q=journal_pid:36572|2090-0015, 2090-0007|Hindawi Limited|transplantation
Journal of Transport and Land Use|http://www.jtlu.org|https://paperity.org/rss/?q=journal_pid:33933|1938-7849|University of Minnesota|transportation;land use;planning;engineering;modeling;geography
Journal of Transport and Supply Chain Management|http://www.jtscm.co.za|https://paperity.org/rss/?q=journal_pid:405361|1995-5235, 2310-8789|AOSIS|transportation;logistics;inventory management;materials handling
Journal of Transport Literature|http://www.scielo.br/scielo.php?script=sci_serial&pid=2238-1031&lng=en|https://paperity.org/rss/?q=journal_pid:146348|2238-1031|-|-
Journal of Transportation and Logistics|https://dergipark.org.tr/en/pub/jtl|https://paperity.org/rss/?q=journal_pid:92847|2459-1718, 2459-1718|-|-
Journal of Transportation Demand Management Research|http://scholarcommons.usf.edu/tdmjournal/|https://paperity.org/rss/?q=journal_pid:55283|-|University of South Florida|-
Journal of Transportation Security|https://link.springer.com/journal/12198|https://paperity.org/rss/?q=journal_pid:124076|1938-775X|Springer US|Journal of Transportation Security, Logistics, Economic Policy, Innovation/Technology Management, R & D/Technology Policy, Law of the Sea, Air and Outer Space
Journal of Traumatic Stress|https://link.springer.com/journal/10960|https://paperity.org/rss/?q=journal_pid:18468|-|Kluwer Academic Publishers-Plenum Publishers|Journal of Traumatic Stress, Psychotherapy and Counseling, Clinical Psychology, Psychiatry, Personality and Social Psychology, Public Health
Journal of Tropical Life Science|http://www.jtrolis.ub.ac.id|https://paperity.org/rss/?q=journal_pid:42751|2087-5517|University of Brawijaya|tropical biology;tropical ecosystems;tropical biodiversity
Journal of Tropical Medicine|https://www.hindawi.com/journals/jtm/|https://paperity.org/rss/?q=journal_pid:65325|1687-9694, 1687-9686|Hindawi Limited|tropical medicine;malaria;leprosy;dengue
